curve_id;x;y;direction;step_id
0;45;28;0;0
0;43.84733062874981;27.666303550241107;0;1
0;42.701686714566556;27.309232098155;0;2
0;41.55860252158457;26.944049229232157;0;3
0;40.41960475771917;26.566313747830648;0;4
0;39.283031617817166;26.18134427156884;0;5
0;38.148782450313824;25.789580534071376;0;6
0;37.018030425453;25.387834521927946;0;7
0;35.88935115042264;24.980301585692178;0;8
0;34.76526990496327;24.56025235809319;0;9
0;33.64275915171831;24.13602410720761;0;10
0;32.52163181329093;23.708153225946987;0;11
0;31.402161153093317;23.27596641338011;0;12
0;30.28363602791419;22.841338360508438;0;13
0;29.165882675693563;22.404729332201022;0;14
0;46.15266937125019;28.333696449758893;1;15
0;47.30796635326058;28.658178935199462;1;16
0;48.46589489299188;28.973141626443606;1;17
0;49.62644538405486;29.27830151517976;1;18
0;50.79138376813921;29.56625734736057;1;19
0;51.95881951551037;29.84391500664616;1;20
0;53.128702671148;30.111073016362045;1;21
0;54.304955509669114;30.348621453256534;1;22
0;55.48335967761927;30.5752568806674;1;23
0;56.663826334011645;30.79089192685841;1;24
0;57.84625998400274;30.9954662736586;1;25
0;59.03055946224444;31.18894688208342;1;26
0;60.219498268238134;31.351503074221057;1;27
0;61.409880689474086;31.503126592226792;1;28
0;62.6015945396538;31.643903363356934;1;29
1;45.22246429983926;27.231553752499874;0;0
1;44.07156087624076;26.89181663420214;0;1
1;42.92483300719492;26.538241756200897;0;2
1;41.783324654483586;26.168162466466573;0;3
1;40.64432689061819;25.790426985065064;0;4
1;39.509042402577485;25.40167368126668;0;5
1;38.37608396479363;25.006192735765683;0;6
1;37.245331939932804;24.604446723622253;0;7
1;36.11759372451208;24.19431684482812;0;8
1;34.9917659956811;23.77897129592303;0;9
1;33.86978552580434;23.35334255486443;0;10
1;32.74916013416215;22.924158757865065;0;11
1;31.629803420476552;22.491676911394055;0;12
1;30.51135793331359;22.0568439638788;0;13
1;29.393604581092962;21.620234935571386;0;14
1;46.37336772343776;27.571290870797608;1;15
2;44.77753570016074;28.768446247500126;0;0
2;45.927595359975044;29.111028761455252;1;1
2;47.08228281545697;29.437673645316412;1;2
2;48.24212296594916;29.745522350537446;1;3
2;49.40452545222491;30.04354996653964;1;4
3;43.60928299402574;28.430066159696608;0;0
3;42.46180089245013;28.078946768942377;0;1
3;41.316849742135645;27.719660165527312;0;2
3;40.17625892513153;27.346762608327108;0;3
3;39.03808042356684;26.966565687540044;0;4
3;37.9038312560635;26.57480195004258;0;5
3;36.77387092950374;26.170834549871525;0;6
3;35.64584803259637;25.761488310054048;0;7
3;34.52086003295158;25.343873654354294;0;8
3;33.3974657035237;24.921990755187622;0;9
3;32.27633836509632;24.494119873926998;0;10
3;31.156397279109125;24.06315355979349;0;11
3;30.037436293858256;23.629648872983296;0;12
3;28.91963986593489;23.193150137908656;0;13
3;27.8026262731822;22.75465198100748;0;14
4;50.976488874329604;28.787966849113133;0;0
4;49.81077496725362;28.503166766863053;0;1
4;52.14220278140559;29.072766931363212;1;2
4;53.31447271733951;29.329249284178104;1;3
4;54.48905894440564;29.574905945367167;1;4
5;52.97033704655167;30.895241575376122;0;0
5;51.79631676889146;30.646894262842558;0;1
5;50.62460175463977;30.387888615457854;0;2
5;54.14435732421188;31.143588887909686;1;3
5;55.32447198534072;31.36114206896841;1;4
5;56.506553338920284;31.567742343700843;1;5
6;45.44895571203775;26.464284803434207;0;0
6;44.29954876337246;26.119518699589978;0;1
6;43.15282089432662;25.765943821588735;0;2
6;42.00998659973321;25.399979649706847;0;3
6;40.869749285828455;25.026002554179236;0;4
6;39.73446479778775;24.63724925038085;0;5
6;38.60246543234236;24.239031424773763;0;6
6;37.47266551278563;23.834615621707666;0;7
6;36.34552246391026;23.42285288981959;0;8
6;35.22027170471502;23.005946750586144;0;9
6;34.09674578001163;22.584414430924422;0;10
6;32.97494048435967;22.158324207324746;0;11
6;31.85558377067407;21.725842360853736;0;12
6;30.736863870010296;21.291715900178;0;13
6;29.61880065262827;20.855900983111884;0;14
6;46.598362660703046;26.809050907278436;1;15
6;47.75047517720373;27.14466489584634;1;16
6;48.90672788136762;27.46572514582084;1;17
7;44.54914735752399;29.53515268737633;0;0
7;43.39702342305323;29.19957789747159;0;1
7;42.24743595640828;28.85541419146403;0;2
7;41.1024848060938;28.496127588048964;0;3
7;39.96000345135755;28.12906307862313;0;4
7;38.8222201989269;27.747684958526644;0;5
7;37.68856516791513;27.35420526316524;0;6
7;36.556993079233706;26.954774908638754;0;7
7;35.42897018232634;26.545428668821277;0;8
7;34.30272940743641;26.13120443368368;0;9
7;33.178103358306146;25.71261603248549;0;10
7;32.05611953707632;25.28699612588041;0;11
7;30.935352866159768;24.858181399730956;0;12
7;29.817158024746135;24.42270430890305;0;13
